Data as of,State,Place of Death,Start week,End Week,COVID19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID19 Deaths",Footnote
07/22/2020,Massachusetts,Place of Death Unknown,02/01/2020,07/11/2020,0,0,0,0,0,0,
07/22/2020,Michigan,"Healthcare Setting, Inpatient",02/01/2020,07/11/2020,4099,15701,4217,2361,179,6130,
07/22/2020,Michigan,"Healthcare Setting, Outpatient or Emergency Room",02/01/2020,07/11/2020,248,2772,225,97,12,388,
07/22/2020,Michigan,"Healthcare Setting, Dead on Arrival",02/01/2020,07/11/2020,,70,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Michigan,Decedent's Home,02/01/2020,07/11/2020,277,19058,321,73,16,541,
07/22/2020,Michigan,Hospice Facility,02/01/2020,07/11/2020,143,4143,147,35,,258,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Michigan,Nursing Home or Long Term Care Facility,02/01/2020,07/11/2020,773,8715,499,158,26,1139,
07/22/2020,Michigan,Other,02/01/2020,07/11/2020,51,1590,47,21,,81,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Michigan,Place of Death Unknown,02/01/2020,07/11/2020,,40,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Minnesota,"Healthcare Setting, Inpatient",02/01/2020,07/11/2020,499,5034,913,244,76,1243,
07/22/2020,Minnesota,"Healthcare Setting, Outpatient or Emergency Room",02/01/2020,07/11/2020,21,736,30,,,49,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Minnesota,"Healthcare Setting, Dead on Arrival",02/01/2020,07/11/2020,0,20,0,0,0,0,
07/22/2020,Minnesota,Decedent's Home,02/01/2020,07/11/2020,85,7384,214,18,12,293,
07/22/2020,Minnesota,Hospice Facility,02/01/2020,07/11/2020,,778,26,0,,33,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Minnesota,Nursing Home or Long Term Care Facility,02/01/2020,07/11/2020,852,7541,498,144,27,1233,
07/22/2020,Minnesota,Other,02/01/2020,07/11/2020,24,1109,33,,,54,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Minnesota,Place of Death Unknown,02/01/2020,07/11/2020,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Mississippi,"Healthcare Setting, Inpatient",02/01/2020,07/11/2020,880,5119,1330,507,36,1739,
07/22/2020,Mississippi,"Healthcare Setting, Outpatient or Emergency Room",02/01/2020,07/11/2020,51,1428,77,17,,116,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Mississippi,"Healthcare Setting, Dead on Arrival",02/01/2020,07/11/2020,,34,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Mississippi,Decedent's Home,02/01/2020,07/11/2020,65,5844,98,,,164,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Mississippi,Hospice Facility,02/01/2020,07/11/2020,,784,55,0,,57,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Mississippi,Nursing Home or Long Term Care Facility,02/01/2020,07/11/2020,203,2336,116,29,,291,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Mississippi,Other,02/01/2020,07/11/2020,,1013,,,0,10,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Mississippi,Place of Death Unknown,02/01/2020,07/11/2020,,,0,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Missouri,"Healthcare Setting, Inpatient",02/01/2020,07/11/2020,661,8377,1296,275,119,1801,
07/22/2020,Missouri,"Healthcare Setting, Outpatient or Emergency Room",02/01/2020,07/11/2020,25,1670,52,,10,83,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Missouri,"Healthcare Setting, Dead on Arrival",02/01/2020,07/11/2020,0,31,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Missouri,Decedent's Home,02/01/2020,07/11/2020,33,10494,164,,13,204,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Missouri,Hospice Facility,02/01/2020,07/11/2020,,1255,39,,12,57,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Missouri,Nursing Home or Long Term Care Facility,02/01/2020,07/11/2020,282,7316,302,46,18,556,
07/22/2020,Missouri,Other,02/01/2020,07/11/2020,,1345,16,,,24,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Missouri,Place of Death Unknown,02/01/2020,07/11/2020,0,0,0,0,0,0,
07/22/2020,Montana,"Healthcare Setting, Inpatient",02/01/2020,07/11/2020,22,1225,158,,19,194,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Montana,"Healthcare Setting, Outpatient or Emergency Room",02/01/2020,07/11/2020,,152,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Montana,"Healthcare Setting, Dead on Arrival",02/01/2020,07/11/2020,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Montana,Decedent's Home,02/01/2020,07/11/2020,0,1744,24,0,,26,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Montana,Hospice Facility,02/01/2020,07/11/2020,,202,11,0,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Montana,Nursing Home or Long Term Care Facility,02/01/2020,07/11/2020,,1176,37,0,12,55,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Montana,Other,02/01/2020,07/11/2020,0,253,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Montana,Place of Death Unknown,02/01/2020,07/11/2020,0,0,0,0,0,0,
07/22/2020,Nebraska,"Healthcare Setting, Inpatient",02/01/2020,07/11/2020,184,2114,384,89,17,496,
07/22/2020,Nebraska,"Healthcare Setting, Outpatient or Emergency Room",02/01/2020,07/11/2020,,448,22,,,28,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Nebraska,"Healthcare Setting, Dead on Arrival",02/01/2020,07/11/2020,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Nebraska,Decedent's Home,02/01/2020,07/11/2020,23,2289,68,,,92,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Nebraska,Hospice Facility,02/01/2020,07/11/2020,0,192,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Nebraska,Nursing Home or Long Term Care Facility,02/01/2020,07/11/2020,59,2072,104,17,,151,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Nebraska,Other,02/01/2020,07/11/2020,13,837,20,,,34,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Nebraska,Place of Death Unknown,02/01/2020,07/11/2020,0,0,0,0,0,0,
07/22/2020,Nevada,"Healthcare Setting, Inpatient",02/01/2020,07/11/2020,438,3949,941,341,26,1064,
07/22/2020,Nevada,"Healthcare Setting, Outpatient or Emergency Room",02/01/2020,07/11/2020,23,1104,46,14,,59,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Nevada,"Healthcare Setting, Dead on Arrival",02/01/2020,07/11/2020,0,0,0,0,0,0,
07/22/2020,Nevada,Decedent's Home,02/01/2020,07/11/2020,19,4441,50,,,73,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Nevada,Hospice Facility,02/01/2020,07/11/2020,72,2293,92,48,,118,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Nevada,Nursing Home or Long Term Care Facility,02/01/2020,07/11/2020,14,332,23,10,0,27,
07/22/2020,Nevada,Other,02/01/2020,07/11/2020,11,727,28,,0,31,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Nevada,Place of Death Unknown,02/01/2020,07/11/2020,0,0,0,0,0,0,
07/22/2020,New Hampshire,"Healthcare Setting, Inpatient",02/01/2020,07/11/2020,150,1594,268,84,27,360,
07/22/2020,New Hampshire,"Healthcare Setting, Outpatient or Emergency Room",02/01/2020,07/11/2020,,239,,0,,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,New Hampshire,"Healthcare Setting, Dead on Arrival",02/01/2020,07/11/2020,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,New Hampshire,Decedent's Home,02/01/2020,07/11/2020,,2243,38,,,45,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,New Hampshire,Hospice Facility,02/01/2020,07/11/2020,,249,11,0,0,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,New Hampshire,Nursing Home or Long Term Care Facility,02/01/2020,07/11/2020,208,1608,93,17,,285,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,New Hampshire,Other,02/01/2020,07/11/2020,10,382,,,0,17,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,New Hampshire,Place of Death Unknown,02/01/2020,07/11/2020,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,New Jersey,"Healthcare Setting, Inpatient",02/01/2020,07/11/2020,8542,19003,6582,4996,84,10203,
07/22/2020,New Jersey,"Healthcare Setting, Outpatient or Emergency Room",02/01/2020,07/11/2020,424,2503,238,134,,530,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,New Jersey,"Healthcare Setting, Dead on Arrival",02/01/2020,07/11/2020,22,175,,,0,27,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,New Jersey,Decedent's Home,02/01/2020,07/11/2020,622,13872,321,122,13,832,
07/22/2020,New Jersey,Hospice Facility,02/01/2020,07/11/2020,269,1589,158,102,,328,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,New Jersey,Nursing Home or Long Term Care Facility,02/01/2020,07/11/2020,3738,12155,1846,1280,14,4317,
07/22/2020,New Jersey,Other,02/01/2020,07/11/2020,193,2267,105,67,,234,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,New Jersey,Place of Death Unknown,02/01/2020,07/11/2020,,,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,New Mexico,"Healthcare Setting, Inpatient",02/01/2020,07/11/2020,337,2198,509,186,16,676,
07/22/2020,New Mexico,"Healthcare Setting, Outpatient or Emergency Room",02/01/2020,07/11/2020,13,363,19,,,29,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,New Mexico,"Healthcare Setting, Dead on Arrival",02/01/2020,07/11/2020,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,New Mexico,Decedent's Home,02/01/2020,07/11/2020,21,3955,81,,11,104,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,New Mexico,Hospice Facility,02/01/2020,07/11/2020,0,298,25,0,0,25,
07/22/2020,New Mexico,Nursing Home or Long Term Care Facility,02/01/2020,07/11/2020,138,1503,76,16,0,198,
07/22/2020,New Mexico,Other,02/01/2020,07/11/2020,,753,,,0,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,New Mexico,Place of Death Unknown,02/01/2020,07/11/2020,0,0,0,0,0,0,
07/22/2020,New York,"Healthcare Setting, Inpatient",02/01/2020,07/11/2020,6903,19653,6360,4013,116,9364,
07/22/2020,New York,"Healthcare Setting, Outpatient or Emergency Room",02/01/2020,07/11/2020,321,3146,262,110,,478,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,New York,"Healthcare Setting, Dead on Arrival",02/01/2020,07/11/2020,21,278,,,,23,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,New York,Decedent's Home,02/01/2020,07/11/2020,496,17717,497,142,37,879,
07/22/2020,New York,Hospice Facility,02/01/2020,07/11/2020,419,3656,496,287,17,641,
07/22/2020,New York,Nursing Home or Long Term Care Facility,02/01/2020,07/11/2020,2915,14498,1787,869,31,3861,
07/22/2020,New York,Other,02/01/2020,07/11/2020,165,1607,70,35,,202,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,New York,Place of Death Unknown,02/01/2020,07/11/2020,,24,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,New York City,"Healthcare Setting, Inpatient",02/01/2020,07/11/2020,14811,25910,8527,6529,90,16894,
07/22/2020,New York City,"Healthcare Setting, Outpatient or Emergency Room",02/01/2020,07/11/2020,1359,3951,790,523,10,1634,
07/22/2020,New York City,"Healthcare Setting, Dead on Arrival",02/01/2020,07/11/2020,24,240,13,,,30,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,New York City,Decedent's Home,02/01/2020,07/11/2020,1887,12544,159,89,838,1984,
07/22/2020,New York City,Hospice Facility,02/01/2020,07/11/2020,12,358,28,,,36,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,New York City,Nursing Home or Long Term Care Facility,02/01/2020,07/11/2020,2319,8376,988,720,,2592,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,New York City,Other,02/01/2020,07/11/2020,48,691,12,,15,55,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,New York City,Place of Death Unknown,02/01/2020,07/11/2020,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,North Carolina,"Healthcare Setting, Inpatient",02/01/2020,07/11/2020,754,9424,1648,347,165,2220,
07/22/2020,North Carolina,"Healthcare Setting, Outpatient or Emergency Room",02/01/2020,07/11/2020,26,1624,55,,,85,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,North Carolina,"Healthcare Setting, Dead on Arrival",02/01/2020,07/11/2020,,197,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,North Carolina,Decedent's Home,02/01/2020,07/11/2020,45,12012,205,10,19,257,
07/22/2020,North Carolina,Hospice Facility,02/01/2020,07/11/2020,23,4816,264,13,13,287,
07/22/2020,North Carolina,Nursing Home or Long Term Care Facility,02/01/2020,07/11/2020,358,6446,405,73,17,707,
07/22/2020,North Carolina,Other,02/01/2020,07/11/2020,,2170,29,,,38,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,North Carolina,Place of Death Unknown,02/01/2020,07/11/2020,,67,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,North Dakota,"Healthcare Setting, Inpatient",02/01/2020,07/11/2020,49,1196,192,26,17,232,
07/22/2020,North Dakota,"Healthcare Setting, Outpatient or Emergency Room",02/01/2020,07/11/2020,0,139,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,North Dakota,"Healthcare Setting, Dead on Arrival",02/01/2020,07/11/2020,0,11,0,0,0,0,
07/22/2020,North Dakota,Decedent's Home,02/01/2020,07/11/2020,,728,16,,,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,North Dakota,Hospice Facility,02/01/2020,07/11/2020,0,22,0,0,0,0,
07/22/2020,North Dakota,Nursing Home or Long Term Care Facility,02/01/2020,07/11/2020,53,1085,67,,,119,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,North Dakota,Other,02/01/2020,07/11/2020,0,126,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,North Dakota,Place of Death Unknown,02/01/2020,07/11/2020,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Ohio,"Healthcare Setting, Inpatient",02/01/2020,07/11/2020,1357,13889,2209,711,165,3020,
07/22/2020,Ohio,"Healthcare Setting, Outpatient or Emergency Room",02/01/2020,07/11/2020,56,3641,118,19,,163,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Ohio,"Healthcare Setting, Dead on Arrival",02/01/2020,07/11/2020,,145,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Ohio,Decedent's Home,02/01/2020,07/11/2020,86,17756,300,26,37,397,
07/22/2020,Ohio,Hospice Facility,02/01/2020,07/11/2020,134,5410,354,76,21,433,
07/22/2020,Ohio,Nursing Home or Long Term Care Facility,02/01/2020,07/11/2020,1030,14894,831,289,28,1599,
07/22/2020,Ohio,Other,02/01/2020,07/11/2020,37,2682,33,,,67,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Ohio,Place of Death Unknown,02/01/2020,07/11/2020,,24,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Oklahoma,"Healthcare Setting, Inpatient",02/01/2020,07/11/2020,283,4979,1123,137,87,1351,
07/22/2020,Oklahoma,"Healthcare Setting, Outpatient or Emergency Room",02/01/2020,07/11/2020,18,1453,65,0,,87,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Oklahoma,"Healthcare Setting, Dead on Arrival",02/01/2020,07/11/2020,0,12,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Oklahoma,Decedent's Home,02/01/2020,07/11/2020,21,6620,166,,10,192,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Oklahoma,Hospice Facility,02/01/2020,07/11/2020,,580,47,,,51,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Oklahoma,Nursing Home or Long Term Care Facility,02/01/2020,07/11/2020,93,3187,143,17,,221,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Oklahoma,Other,02/01/2020,07/11/2020,,1062,17,0,,24,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Oklahoma,Place of Death Unknown,02/01/2020,07/11/2020,0,0,0,0,0,0,
07/22/2020,Oregon,"Healthcare Setting, Inpatient",02/01/2020,07/11/2020,134,3784,505,56,41,624,
07/22/2020,Oregon,"Healthcare Setting, Outpatient or Emergency Room",02/01/2020,07/11/2020,10,708,18,,,28,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Oregon,"Healthcare Setting, Dead on Arrival",02/01/2020,07/11/2020,0,,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Oregon,Decedent's Home,02/01/2020,07/11/2020,24,7464,129,,11,159,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Oregon,Hospice Facility,02/01/2020,07/11/2020,0,420,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Oregon,Nursing Home or Long Term Care Facility,02/01/2020,07/11/2020,83,3257,148,23,10,217,
07/22/2020,Oregon,Other,02/01/2020,07/11/2020,,1542,30,0,,37,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Oregon,Place of Death Unknown,02/01/2020,07/11/2020,0,0,0,0,0,0,
07/22/2020,Pennsylvania,"Healthcare Setting, Inpatient",02/01/2020,07/11/2020,3576,18155,3744,1895,144,5565,
07/22/2020,Pennsylvania,"Healthcare Setting, Outpatient or Emergency Room",02/01/2020,07/11/2020,129,2727,121,35,,224,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Pennsylvania,"Healthcare Setting, Dead on Arrival",02/01/2020,07/11/2020,,222,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Pennsylvania,Decedent's Home,02/01/2020,07/11/2020,222,20377,360,54,15,543,
07/22/2020,Pennsylvania,Hospice Facility,02/01/2020,07/11/2020,167,3364,236,79,15,339,
07/22/2020,Pennsylvania,Nursing Home or Long Term Care Facility,02/01/2020,07/11/2020,3109,18478,1203,547,29,3794,
07/22/2020,Pennsylvania,Other,02/01/2020,07/11/2020,20,2774,34,,0,52,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Pennsylvania,Place of Death Unknown,02/01/2020,07/11/2020,,,0,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Rhode Island,"Healthcare Setting, Inpatient",02/01/2020,07/11/2020,286,1130,267,159,11,405,
07/22/2020,Rhode Island,"Healthcare Setting, Outpatient or Emergency Room",02/01/2020,07/11/2020,16,412,17,,0,27,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Rhode Island,"Healthcare Setting, Dead on Arrival",02/01/2020,07/11/2020,,20,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Rhode Island,Decedent's Home,02/01/2020,07/11/2020,29,1342,40,,,65,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Rhode Island,Hospice Facility,02/01/2020,07/11/2020,72,649,84,62,,100,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Rhode Island,Nursing Home or Long Term Care Facility,02/01/2020,07/11/2020,504,1720,171,123,,556,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Rhode Island,Other,02/01/2020,07/11/2020,,69,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Rhode Island,Place of Death Unknown,02/01/2020,07/11/2020,30,115,19,10,0,39,
07/22/2020,South Carolina,"Healthcare Setting, Inpatient",02/01/2020,07/11/2020,673,6868,1212,314,68,1638,
07/22/2020,South Carolina,"Healthcare Setting, Outpatient or Emergency Room",02/01/2020,07/11/2020,42,1657,43,10,0,75,
07/22/2020,South Carolina,"Healthcare Setting, Dead on Arrival",02/01/2020,07/11/2020,0,12,0,0,0,0,
07/22/2020,South Carolina,Decedent's Home,02/01/2020,07/11/2020,61,9960,174,18,12,229,
07/22/2020,South Carolina,Hospice Facility,02/01/2020,07/11/2020,41,2020,102,11,,139,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,South Carolina,Nursing Home or Long Term Care Facility,02/01/2020,07/11/2020,142,3485,164,22,10,294,
07/22/2020,South Carolina,Other,02/01/2020,07/11/2020,,1503,10,,,19,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,South Carolina,Place of Death Unknown,02/01/2020,07/11/2020,0,0,0,0,0,0,
07/22/2020,South Dakota,"Healthcare Setting, Inpatient",02/01/2020,07/11/2020,62,938,160,32,10,200,
07/22/2020,South Dakota,"Healthcare Setting, Outpatient or Emergency Room",02/01/2020,07/11/2020,,207,,0,0,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,South Dakota,"Healthcare Setting, Dead on Arrival",02/01/2020,07/11/2020,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,South Dakota,Decedent's Home,02/01/2020,07/11/2020,,886,28,,,32,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,South Dakota,Hospice Facility,02/01/2020,07/11/2020,,442,34,,,41,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,South Dakota,Nursing Home or Long Term Care Facility,02/01/2020,07/11/2020,38,1107,55,,,89,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,South Dakota,Other,02/01/2020,07/11/2020,,181,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,South Dakota,Place of Death Unknown,02/01/2020,07/11/2020,0,0,0,0,0,0,
07/22/2020,Tennessee,"Healthcare Setting, Inpatient",02/01/2020,07/11/2020,499,10678,1812,212,93,2192,
07/22/2020,Tennessee,"Healthcare Setting, Outpatient or Emergency Room",02/01/2020,07/11/2020,29,3037,117,,,143,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Tennessee,"Healthcare Setting, Dead on Arrival",02/01/2020,07/11/2020,,802,15,0,,20,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Tennessee,Decedent's Home,02/01/2020,07/11/2020,25,12220,254,,12,284,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Tennessee,Hospice Facility,02/01/2020,07/11/2020,18,1309,73,12,,87,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Tennessee,Nursing Home or Long Term Care Facility,02/01/2020,07/11/2020,91,6014,337,19,11,420,
07/22/2020,Tennessee,Other,02/01/2020,07/11/2020,,1990,31,,0,36,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Tennessee,Place of Death Unknown,02/01/2020,07/11/2020,0,0,0,0,0,0,
07/22/2020,Texas,"Healthcare Setting, Inpatient",02/01/2020,07/11/2020,2701,29699,5681,1437,258,7200,
07/22/2020,Texas,"Healthcare Setting, Outpatient or Emergency Room",02/01/2020,07/11/2020,154,6947,271,27,11,409,
07/22/2020,Texas,"Healthcare Setting, Dead on Arrival",02/01/2020,07/11/2020,,110,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Texas,Decedent's Home,02/01/2020,07/11/2020,274,34835,716,31,42,1000,
07/22/2020,Texas,Hospice Facility,02/01/2020,07/11/2020,44,5041,439,21,11,473,
07/22/2020,Texas,Nursing Home or Long Term Care Facility,02/01/2020,07/11/2020,455,16266,737,111,14,1095,
